0.192826->100.000000
0.188627->0.192826
0.187876->0.188627
0.188131->0.187876
0.187153->0.188131
0.187996->0.187153
0.187542->0.187996
0.186683->0.187542
0.187057->0.186683
0.186120->0.187057
0.185105->0.186120
0.185897->0.185105
0.185836->0.185897
0.186500->0.185836
0.186666->0.186500
0.185415->0.186666
0.185449->0.185415
0.183919->0.185449
0.183328->0.183919
0.180785->0.183328
0.176251->0.180785
0.171669->0.176251
0.166899->0.171669
0.164113->0.166899
0.161658->0.164113
0.156327->0.161658
0.155514->0.156327
0.155212->0.155514
0.150825->0.155212
0.150409->0.150825
0.152234->0.150409
0.148328->0.152234
0.146561->0.148328
0.142693->0.146561
0.138762->0.142693
0.142613->0.138762
0.133881->0.142613
0.133226->0.133881
0.134313->0.133226
0.134763->0.134313
0.130396->0.134763
0.133279->0.130396
0.131788->0.133279
0.130195->0.131788
0.135157->0.130195
0.135010->0.135157
0.135383->0.135010
0.132340->0.135383
0.137791->0.132340
0.135043->0.137791
0.136726->0.135043
0.131414->0.136726
0.129817->0.131414
0.122053->0.129817
0.115755->0.122053
0.107986->0.115755
0.100881->0.107986
0.094714->0.100881
0.092847->0.094714
0.083653->0.092847
Chiudo a 0.083653 vs 0.092847
Terminato in 0 iterazioni
 0.887889 0.670555 3
 0.313695 0.500071 1
 0.762026 0.249754 2
 0.802305 0.399235 3
 0.315951 0.294749 1
 0.200951 0.059037 1
 0.747163 0.210122 2
 0.477765 0.736123 4
 0.140869 0.768441 1
 0.845178 0.125970 2
 0.844420 0.775111 3
 0.102718 0.620633 1
 0.568209 0.007018 2
 0.287981 0.007350 2
 0.479993 0.175870 2
 0.677906 0.793688 4
 0.675941 0.127487 2
 0.377241 0.207520 1
 0.837202 0.693192 3
 0.502268 0.038153 2
 0.752229 0.249431 2
 0.248275 0.229994 1
 0.985554 0.389144 3
 0.998434 0.830732 3
 0.515114 0.842854 4
 0.463487 0.174051 2
 0.624850 0.751468 4
 0.181402 0.104843 1
 0.927338 0.859308 3
 0.898531 0.603278 3
 0.986794 0.303745 3
 0.041245 0.364035 1
 0.511265 0.878447 4
 0.057227 0.013533 1
 0.916600 0.809456 3
 0.262964 0.164875 1
 0.039449 0.248517 1
 0.554019 0.037884 2
 0.079249 0.069132 1
 0.880738 0.685091 3
 0.859143 0.311814 3
 0.095693 0.040544 1
 0.416657 0.023030 2
 0.899852 0.315189 3
 0.626309 0.886647 4
 0.618934 0.667554 4
 0.250682 0.130199 1
 0.143732 0.462600 1
 0.117365 0.406696 1
 0.627475 0.156814 2
 0.655213 0.181494 2
 0.194697 0.734462 1
 0.250626 0.075435 1
 0.419553 0.937590 4
 0.249404 0.515353 1
 0.538383 0.219093 2
 0.981250 0.164692 3
 0.105739 0.600184 1
 0.832246 0.356421 3
 0.664330 0.874115 4
 0.840847 0.781694 3
 0.280811 0.468322 1
 0.938508 0.936024 3
 0.649816 0.133206 2
 0.670486 0.900442 4
 0.208641 0.090039 1
 0.838032 0.628301 3
 0.368735 0.087436 2
 0.143654 0.687976 1
 0.753498 0.682037 3
 0.907068 0.734748 3
 0.846729 0.012808 2
 0.369229 0.065314 2
 0.057223 0.033558 1
 0.939429 0.898070 3
 0.815253 0.220240 2
 0.366392 0.753761 4
 0.156263 0.016208 1
 0.886967 0.826749 3
 0.916650 0.095607 2
 0.916788 0.754682 3
 0.842118 0.867562 4
 0.973499 0.595615 3
 0.549599 0.880567 4
 0.330363 0.396328 1
 0.893375 0.665295 3
 0.075304 0.262604 1
 0.730609 0.132526 2
 0.030596 0.111415 1
 0.890278 0.396988 3
 0.865176 0.046542 2
 0.413196 0.752142 4
 0.873291 0.329846 3
 0.847750 0.790079 3
 0.084527 0.571658 1
 0.075603 0.926645 4
 0.439220 0.049102 2
 0.522261 0.988818 4
 0.929669 0.852624 3
 0.385147 0.823044 4
 0.085648 0.248528 1
 0.918566 0.623573 3
 0.493224 0.808844 4
 0.020561 0.358400 1
 0.855386 0.433757 3
 0.110542 0.728676 1
 0.763602 0.958292 4
 0.518756 0.848130 4
 0.774775 0.969169 4
 0.957988 0.573129 3
 0.149660 0.343135 1
 0.396173 0.667578 4
 0.803585 0.481821 3
 0.916106 0.396562 3
 0.863630 0.834672 3
 0.020135 0.356855 1
 0.643516 0.040696 2
 0.474453 0.825797 4
 0.227578 0.238055 1
 0.784089 0.746333 3
 0.086185 0.314039 1
 0.340691 0.860960 4
 0.283208 0.984151 4
 0.157996 0.241196 1
 0.584331 0.953453 4
 0.975233 0.387916 3
 0.435274 0.891339 4
 0.726010 0.804613 4
 0.845309 0.371013 3
 0.868427 0.319761 3
 0.196810 0.096005 1
 0.557816 0.980898 4
 0.842339 0.644001 3
 0.294937 0.183030 1
 0.167181 0.662957 1
 0.819341 0.724461 3
 0.970612 0.403671 3
 0.677914 0.945846 4
 0.791587 0.113188 2
 0.837185 0.576065 3
 0.380678 0.067851 2
 0.932721 0.225986 3
 0.438864 0.801149 4
 0.897154 0.103564 2
 0.616572 0.739493 4
 0.747565 0.911509 4
 0.922523 0.252526 3
 0.489654 0.089704 2
 0.915483 0.308995 3
 0.814165 0.886096 4
 0.831941 0.504253 3
 0.605267 0.669126 4
 0.080318 0.017359 1
 0.232321 0.460996 1
 0.085210 0.165043 1
 0.966191 0.232730 3
 0.159747 0.863345 4
 0.336294 0.776319 4
 0.602838 0.083859 2
 0.336385 0.177481 1
 0.615064 0.251868 2
 0.137963 0.199142 1
 0.921308 0.969905 4
 0.639031 0.783713 4
 0.543934 0.871352 4
 0.244710 0.629144 1
 0.036395 0.931692 1
 0.153218 0.002586 1
 0.164422 0.312965 1
 0.865932 0.500716 3
 0.089284 0.468770 1
 0.584574 0.777112 4
 0.994130 0.920959 3
 0.954593 0.609194 3
 0.172827 0.441069 1
 0.038423 0.310790 1
 0.640211 0.959731 4
 0.280695 0.343606 1
 0.486307 0.919726 4
 0.127319 0.030241 1
 0.791078 0.372029 3
 0.659385 0.827473 4
 0.303721 0.812603 4
 0.830060 0.468143 3
 0.125568 0.695992 1
 0.968858 0.214852 3
 0.164761 0.553433 1
 0.991964 0.158892 3
 0.474392 0.946557 4
 0.768086 0.647218 3
 0.387626 0.806509 4
 0.958009 0.027837 2
 0.766240 0.238704 2
 0.371442 0.252547 1
 0.158430 0.498762 1
 0.282788 0.949508 4
 0.870790 0.942173 4
 0.776982 0.174511 2
 0.754777 0.607042 3
 0.642654 0.880345 4
 0.095197 0.467795 1
 0.164945 0.087161 1
 0.033718 0.394772 1
 0.286555 0.421344 1
 0.201281 0.244563 1
 0.449181 0.967521 4
 0.483267 0.820623 4
 0.220068 0.641697 1
 0.319385 0.502856 1
 0.591205 0.190175 2
 0.364687 0.199806 1
 0.975228 0.007340 2
 0.080151 0.278261 1
 0.618852 0.175348 2
 0.746056 0.783797 4
 0.262510 0.372742 1
 0.767515 0.709688 3
 0.717572 0.968796 4
 0.954252 0.166753 3
 0.936317 0.437519 3
 0.987377 0.156385 3
 0.079216 0.306762 1
 0.659241 0.670421 4
 0.496937 0.104270 2
 0.038607 0.861624 1
 0.304076 0.013836 2
 0.868964 0.384227 3
 0.292097 0.487816 1
 0.559575 0.038153 2
 0.271614 0.822085 4
 0.410896 0.694747 4
 0.118313 0.178410 1
 0.404436 0.835885 4
 0.147206 0.358688 1
 0.002638 0.083523 1
 0.796207 0.990015 4
 0.239909 0.875423 4
 0.296777 0.899150 4
 0.545844 0.793714 4
 0.003420 0.584451 1
 0.691723 0.890384 4
 0.012118 0.251298 1
 0.928537 0.283732 3
 0.073383 0.339433 1
 0.978479 0.191695 3
 0.027580 0.665050 1
 0.741603 0.030219 2
 0.748573 0.537810 3
 0.020234 0.988481 1
 0.887631 0.959076 4
 0.110724 0.891052 4
 0.543527 0.766062 4
 0.198548 0.141814 1
 0.290363 0.890271 4
 0.032198 0.302481 1
 0.141570 0.960735 4
 0.586213 0.214953 2
 0.406648 0.818012 4
 0.947607 0.434229 3
 0.483061 0.689210 4
 0.464447 0.231634 2
 0.227020 0.484681 1
 0.220115 0.640253 1
 0.801691 0.107746 2
 0.599329 0.912415 4
 0.998798 0.142857 3
 0.678477 0.197346 2
 0.284671 0.968840 4
 0.087617 0.316869 1
 0.271321 0.229187 1
 0.277604 0.857533 4
 0.422225 0.850788 4
 0.285016 0.878845 4
 0.059043 0.749464 1
 0.110479 0.286063 1
 0.234144 0.330594 1
 0.926316 0.035836 2
 0.948251 0.437138 3
 0.634484 0.953174 4
 0.595568 0.722101 4
 0.270043 0.866888 4
 0.951288 0.547647 3
 0.125420 0.146647 1
 0.246216 0.521204 1
 0.280695 0.510527 1
 0.861586 0.514840 3
 0.841121 0.787902 3
 0.313548 0.498926 1
 0.716600 0.982051 4
 0.125654 0.351084 1
 0.935225 0.721222 3
 0.073185 0.205268 1
